type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-07-13 10:02:07.0				Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Record ID: http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1969-453. Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	http://portal.vertnet.org/o/mnhn/zm?id=http-coldb-mnhn-fr-catalognumber-mnhn-zm-mo-1969-453				MNHN	ZM		PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/zm/mo-1969-453	MO-1969-453		Dorst, Jean|Dorst, Jean		female	Ad																							1968-07-04		186	186	1968	7	4	1968-07-04	Plateau de cultures entre deux falaises élevées								Afrique				Ethiopie	ET				Debarek	10 km au Nord																																																									Theropithecus gelada Rüppell, 1835																	Rüppell, 1835										Ad	F		Museum national d'Histoire naturelle. Mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Source: http://collections.mnhn.fr/ipt/resource.do?r=mnhn-zm (source published on 2015-04-03)	3959ee49-7678-4a88-9049-5dfc55ccebf3	2cd829bb-b713-433d-99cf-64bef11e5b3e	http://colhelper.mnhn.fr/	Cécile Callou	2015-04-03	2016-07-20	no migrator	0	0	0	0		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: 0707b755-d076-40ab-858c-e067c3d377e0. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=0707b755-d076-40ab-858c-e067c3d377e0	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skin", "recordtype": "Mammal Group Part", "created": "2007-05-28", "donorname": "Lord Rothschild", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "dqi": "No errors", "relatedresourceid": "0707b755-d076-40ab-858c-e067c3d377e0"}	0707b755-d076-40ab-858c-e067c3d377e0	1939.345				male	adult				present							NHMUK:ecatalogue:4081913												1900-06-24		175	175	1900	6	24	1900-06-24								| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								adult	male		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: 7ab7a4cf-d73c-4101-a042-b148352e202c. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=7ab7a4cf-d73c-4101-a042-b148352e202c	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skin", "recordtype": "Mammal Group Part", "created": "2007-05-28", "donorname": "Blaine, G. (Major)", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "dqi": "No errors", "relatedresourceid": "7ab7a4cf-d73c-4101-a042-b148352e202c;cf84bc9d-e41f-49ee-8574-a94d502f10ac"}	7ab7a4cf-d73c-4101-a042-b148352e202c	1924.8.7.3				male	adult				present							NHMUK:ecatalogue:4077913												1924-02-09		40	40	1924	2	9	1924-02-09								| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								adult	male		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: d17e3af7-6e0f-46f6-9669-7435fba97d6f. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=d17e3af7-6e0f-46f6-9669-7435fba97d6f	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skin", "recordtype": "Mammal Group Part", "created": "2007-05-28", "donorname": "G W. Grabham", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "relatedresourceid": "ab4c99d3-9c96-4e72-a0fc-1fe7dd59c4db;d17e3af7-6e0f-46f6-9669-7435fba97d6f"}	d17e3af7-6e0f-46f6-9669-7435fba97d6f	1921.11.25.1				male	adult				present							NHMUK:ecatalogue:4077547												1920-12-10		345	345	1920	12	10	1920-12-10								| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								adult	male		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject	2009-02-26	CC0		http://vertnet.org/resources/norms.html	Natural History Museum. Natural History Museum (London) Collection Specimens. Record ID: da6f55ed-5236-4f20-b1fd-a3e8a834e482. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	http://portal.vertnet.org/o/nhmuk/zoo?id=da6f55ed-5236-4f20-b1fd-a3e8a834e482	http://biocol.org/urn:lsid:biocol.org:col:34665			NHMUK	ZOO		FossilSpecimen			{"kindofobject": "skull", "recordtype": "Mammal Group Part", "parttype": "Skull", "created": "2007-05-28", "donorname": "Blaine, G. (Major)", "relationshipofresource": "Parts", "centroid": false, "subdepartment": "Mammalia", "registrationcode": "MA", "dqi": "No errors", "relatedresourceid": "da6f55ed-5236-4f20-b1fd-a3e8a834e482;4efd4019-b8ff-43c5-b153-42e83a3f1d16"}	da6f55ed-5236-4f20-b1fd-a3e8a834e482	1924.8.7.7				female	infant				present							NHMUK:ecatalogue:4077925												1924-03-09		69	69	1924	3	9	1924-03-09								| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia																																																									Theropithecus gelada					Animalia | Chordata | Mammalia | Primates |  | Theropithecus |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN								infant	female		Natural History Museum. Natural History Museum (London) Collection Specimens. Source: http://data.nhm.ac.uk/resources/vertnet.zip (source published on 2015-10-10)	7e380070-f762-11e1-a439-00145eb45e9a	19456090-b49a-11d8-abeb-b8a03c50a862	data@nhm.ac.uk	The Natural History Museum, London	2015-10-10	2016-08-11	2015-09-20	0	0	0	1		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/31ca7cbf6-5263-4a26-ab40-3273dfbd1653. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-31ca7cbf6-5263-4a26-ab40-3273dfbd1653				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/31ca7cbf6-5263-4a26-ab40-3273dfbd1653	395153	SFM 116	Collector Unknown	1	male						Fluid																		1967-01-19		19	19	1967	1	19	19 Jan 1967 *								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/346d4c20f-8d59-4932-8e64-aff1684cc781. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-346d4c20f-8d59-4932-8e64-aff1684cc781				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/346d4c20f-8d59-4932-8e64-aff1684cc781	319995	NZP 19189	Collector Unknown	1	male						Skin; Skull; Skeleton																		1962-02-17		48	48	1962	2	17	17 Feb 1962								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/37b20ddf1-a146-48cf-8121-6dfb99b6cb1f. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-37b20ddf1-a146-48cf-8121-6dfb99b6cb1f				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/37b20ddf1-a146-48cf-8121-6dfb99b6cb1f	142505	NZP 966/5761	Collector Unknown	1	female	Adult					Skin; Skull; Anatomical																		1896-01-12		12	12	1896	1	12	12 Jan 1896								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies												Adult	Female		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/38528e230-c209-4f52-b0aa-c30f5933e3fd. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-38528e230-c209-4f52-b0aa-c30f5933e3fd				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/38528e230-c209-4f52-b0aa-c30f5933e3fd	396377	SFM 216	Collector Unknown	1	male						Fluid																		1970-12-16		350	350	1970	12	16	16 Dec 1970								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/38f06322f-4c22-4552-a9e4-195ea315680a. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-38f06322f-4c22-4552-a9e4-195ea315680a				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/38f06322f-4c22-4552-a9e4-195ea315680a	240885	NZP 2868	Collector Unknown	1	male						Partial Skin; Skull; Skeleton; Baculum/Baubellum																		1925-04-07		97	97	1925	4	7	7 Apr 1925								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/39ba5ad6e-ce1c-45d9-b4dc-ef94cb809dcd. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-39ba5ad6e-ce1c-45d9-b4dc-ef94cb809dcd				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/39ba5ad6e-ce1c-45d9-b4dc-ef94cb809dcd	125346	NZP 727	Collector Unknown	1	male						Skin; Skull; Skeleton																		1904-12-27		362	362	1904	12	27	27 Dec 1904								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/39dc73984-3956-4ff2-a558-2a1b632f01c3. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-39dc73984-3956-4ff2-a558-2a1b632f01c3				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/39dc73984-3956-4ff2-a558-2a1b632f01c3	396378	SFM 214	Collector Unknown	1	male						Fluid																		1970-12-18		352	352	1970	12	18	18 Dec 1970								Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Record ID: http://n2t.net/ark:/65665/3e3ddf01c-282f-48bb-9f05-67f21552ebfe. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	http://portal.vertnet.org/o/usnm/mammals?id=http-n2t-net-ark-65665-3e3ddf01c-282f-48bb-9f05-67f21552ebfe				USNM	Mammals		PreservedSpecimen				http://n2t.net/ark:/65665/3e3ddf01c-282f-48bb-9f05-67f21552ebfe	269396	NZP 8166	Collector Unknown	1	male						Fluid; Anatomical																		1940-02-19		50	50	1940	2	19	19 Feb 1940	Ecological remarks by collector(s): no							Locality Unknown, Locality Unknown	Locality Unknown				Locality Unknown																																																								Helgen, Kristofer M., Research Zoologist (MAM), Smithsonian Institution - National Museum of Natural History (UNITED STATES)							Theropithecus gelada gelada					Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada	gelada	subspecies													Male		National Museum of Natural History, Smithsonian Institution. NMNH Mammals. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2015-01-26)	5df38344-b821-49c2-8174-cf0f29f4df0d-Mammals	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2015-01-26	2017-01-27	no migrator	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-19006. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-19006	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-19006	M-19006	2775/1188	N.Y.Z.S.	1	male					present	Disarticulated, Not Mounted																		1902-07-15		196	196	1902	7	15	1902-07-15								ZOO;ZOO;;;;;;											ZOO; ZOO; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-35574. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-35574	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-35574	M-35574			1	male					present	Not Mounted																		1914-11-28		332	332	1914	11	28	1914-11-28								ZOO;ZOO;;;;;;											ZOO; ZOO; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:M-70168. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-m-70168	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:M-70168	M-70168		N.Y.Z.S.	1	male					present																			1924-07-01		183	183	1924	7	1	1924-07-01								ZOO;ZOO;;;;;;											ZOO; ZOO; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									male		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject	2013-08-07			http://www.vertnet.org/resources/norms.html	American Museum of Natural History. AMNH Mammal Collections. Record ID: urn:catalog:AMNH:Mammals:MS-5482. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	http://portal.vertnet.org/o/amnh/mammals?id=urn-catalog-amnh-mammals-ms-5482	urn:lsid:biocol.org:col:34925			AMNH	Mammals		PreservedSpecimen				urn:catalog:AMNH:Mammals:MS-5482	MS-5482	379		1	female					present								Barnum & Bailey;Paradox: specimen on permanent loan.											1889-03-29		88	88	1889	3	29	1889-03-29								No Record;No Record;;;;;;											No Record; No Record; ; ; ; ; ; ; ; ;																																																									Theropithecus gelada					Animalia;Chordata;Mammalia;Primates;Cercopithecinae;Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecinae	Theropithecus		gelada		species				ICZN									female		American Museum of Natural History. AMNH Mammal Collections. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=amnh_mammals (source published on 2015-02-12)	96ca66b4-f762-11e1-a439-00145eb45e9a	ccd1ddc0-6c21-11de-8224-b8a03c50a862	trombone@amnh.org	Tom Trombone	2015-02-12	2016-08-10	2013-08-14	0	0	0	0		specimen	0
PhysicalObject		CC0			California Academy of Sciences. CAS Mammalogy (MAM). Record ID: urn:catalog:CAS:MAM:20753. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=mam (source published on 2019-07-23)	http://portal.vertnet.org/o/cas/mam?id=urn-catalog-cas-mam-20753				CAS	MAM		PreservedSpecimen				urn:catalog:CAS:MAM:20753	20753	LT1179			male				managed		SL							San Francisco Zoo, San Francisco Co., Calif.; specimen on permanent loan to San Francisco Zoo, 16 Apr 1984.											1977-11-02		306	306	1977	11	2	2 Nov 1977																		unspecified																																																										Theropithecus gelada					Animalia; Chordata; Mammalia; Primates; Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada															M		California Academy of Sciences. CAS Mammalogy (MAM). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=mam (source published on 2019-07-23)	6ce7290f-47f6-4046-8356-371f5b6749df	66522820-055c-11d8-b84e-b8a03c50a862	mflannery@calacademy.org	Maureen Flannery	2019-07-23	2019-08-04	no migrator	0	0	1	0	0	specimen	0
